transcript,confidence,languageCode,channelTag,Participant,Trial,preciseStartTime,preciseEndTime,Picture_Identity,Picture_Label,Task_Side,Response_Time_in_PsychoPy,Response_Finish_in_PsychoPy,Stim_Onset,Block,Stim_Offset_Fix_Onset,Fix_Offset,Task,Picture_Number,First_Congruency,FrameRate,V17,Synonyms,Congruency,End_recording,Block_Bias,Task_Side_Bias
balloon,0.9329655,en-us,NA,5,162,2.255,2.465,balloon,dolphin,7,2.3454318,0,1015.853937,3,1018.850634,1015.848173,Predictive Locations,obj025,Even_Split,59.95408715,NA," balloon, dolphin",Incongruent,1022.820216,NA,Incongruent
pot,0.9589729,en-us,NA,5,163,NA,NA,pot,pot,-7,1.5162257,0,1022.826391,3,1024.955362,1022.820216,Predictive Locations,obj335,Even_Split,59.95408715,NA,"bowl, bucket, kettle, pan, container, canister, pot",Congruent,1027.106858,NA,Congruent
bed,0.953761,en-us,NA,5,164,0.72,0.89,bed,bed,7,0.8948063,0,1027.112709,3,1029.20869,1027.106858,Predictive Locations,obj037,Even_Split,59.95408715,NA, bed,Congruent,1029.959069,NA,Incongruent
gift,0.98762906,en-us,NA,5,165,0.89,1.04,present,present,-7,1.0082722,0,1029.964714,3,1032.060828,1029.959069,Predictive Locations,obj337,Even_Split,59.95408715,NA,"gift, package, box, present",Congruent,1035.012962,NA,Congruent
porcupine,0.9872136,en-us,NA,5,166,1.185,1.325,porcupine,tie,7,0.7400864,0.7629077,1035.018957,3,1037.114724,1035.012962,Predictive Locations,obj334,Even_Split,59.95408715,NA,"hedgehog, possum, echidna, porcupine, tie",Incongruent,1041.367855,NA,Incongruent
bicycle,0.98762906,en-us,NA,5,167,0.6,1.185,bicycle,bicycle,-7,0.4123916,0.4330482,1041.373724,3,1043.469602,1041.367855,Predictive Locations,obj043,Even_Split,59.95408715,NA,"bike, bicycle",Congruent,1044.220054,NA,Congruent
drawer,0.97653854,en-us,NA,5,168,1.51,1.9,drawer,hair,7,1.5233227,0,1044.225577,3,1046.374565,1044.220054,Predictive Locations,obj134,Even_Split,59.95408715,NA,"cabinet, dresser, cupboard, drawer, hair",Incongruent,1050.224691,NA,Incongruent
onion,0.98762906,en-us,NA,5,169,0.68,1.165,onion,onion,-7,0.841449,0,1050.230727,3,1052.326442,1050.224691,Predictive Locations,obj287,Even_Split,59.95408715,NA,"garlic, shallot, scallion, onion",Congruent,1054.477944,NA,Congruent
train tracks,0.9876291,en-us,NA,5,170,1.055,1.53,railroadtracks,cup,7,0.9840417,1.0332146,1054.483778,3,1056.579696,1054.477944,Predictive Locations,obj464,Even_Split,59.95408715,NA,"railroad, track, tracks, rail line, train, train track, train tracks, rail track, rail tracks, railroadtrack, railroadtracks, cup",Incongruent,1060.732758,NA,Incongruent
turkey,0.9827282,en-us,NA,5,171,0.895,1.545,turkey,tree,7,1.0188911,0,1060.738659,3,1062.834542,1060.732758,Predictive Locations,obj475,Even_Split,59.95408715,NA,"bird, goose, ham, rooster, chicken, poultry, turkey, tree",Incongruent,1065.686612,NA,Incongruent
a dram,0.8655456,en-us,NA,5,172,NA,NA,drum,tent,7,1.4126734,0,1065.692479,3,1067.788372,1065.686612,Predictive Locations,obj138,Even_Split,59.95408715,NA,"instrument, drums, drum, tent",Incongruent,1074.059715,NA,Incongruent
peanut,0.98762906,en-us,NA,5,173,NA,NA,peanut,peanut,-7,0.9166,1.2972036,1074.065908,3,1076.161478,1074.059715,Predictive Locations,obj306,Even_Split,59.95408715,NA,"nut, kernel, cashew, almond, pistachio, walnut, hazelnut, peanut",Congruent,1076.911924,NA,Congruent
wood plank,0.9722293,en-us,NA,5,174,NA,NA,wood,wood,-7,0.5586436,1.1575036,1076.917515,3,1079.013693,1076.911924,Predictive Locations,obj047,Even_Split,59.95408715,NA,"plank, platform, timber, slab, harmonica, wood plank, wood",Congruent,1081.465418,NA,Congruent
nest,0.98762906,en-us,NA,5,175,0.775,0.98,nest,nest,7,0.8264756,1.3709225,1081.471195,3,1083.583872,1081.465418,Predictive Locations,obj281,Even_Split,59.95408715,NA,"eggs, basket, nest",Congruent,1084.334325,NA,Incongruent
Mouse,0.98679364,en-us,NA,5,176,0.775,1.035,mouse,mouse,-7,0.8609812,0,1084.340013,3,1086.43608,1084.334325,Predictive Locations,obj273,Even_Split,59.95408715,NA,"rat, hamster, mole, mouse",Congruent,1087.286596,NA,Congruent
lightbulb,0.95162106,en-us,NA,5,177,0.675,1.255,lightbulb,lightbulb,7,0.7489042,0,1087.292323,3,1089.405,1087.286596,Predictive Locations,obj242,Even_Split,59.95408715,NA,"bulb, light, lightbulb",Congruent,1090.455703,NA,Incongruent
Knight,0.98469776,en-us,NA,5,178,1,1.22,knight,knight,7,0.9057205,0.9219779,1090.461406,3,1092.55746,1090.455703,Predictive Locations,obj229,Even_Split,59.95408715,NA,"horse, cavalier, doll, knight",Congruent,1094.108525,NA,Incongruent
clock,0.98762906,en-us,NA,5,179,1.21,1.405,clock,finger,7,1.0448543,0,1094.114164,3,1096.226924,1094.108525,Predictive Locations,obj099,Even_Split,59.95408715,NA,"time, alarm, watch, clock, finger",Incongruent,1098.178327,NA,Incongruent
foot,0.98762906,en-us,NA,5,180,0.6,0.705,foot,foot,-7,0.6864774,1.2835288,1098.184072,3,1100.280114,1098.178327,Predictive Locations,obj166,Even_Split,59.95408715,NA,"foot, toe, toes, ankle, foot",Congruent,1101.030505,NA,Congruent
box,0.98762906,en-us,NA,5,181,1.11,1.27,box,washingmachine,7,0.6841948,1.0925222,1101.03607,3,1103.132304,1101.030505,Predictive Locations,obj056,Even_Split,59.95408715,NA,"package, carton, box, washingmachine",Incongruent,1104.883473,NA,Incongruent
cross,0.9801314,en-us,NA,5,182,0.995,1.25,cross,snake,7,1.0549569,0,1104.889142,3,1106.98528,1104.883473,Predictive Locations,obj116,Even_Split,59.95408715,NA,"Christianity, cross, snake",Incongruent,1108.252763,NA,Incongruent
wig,0.98762906,en-us,NA,5,183,1.445,1.63,wig,ant,7,1.5058786,0,1108.258481,3,1110.404547,1108.252763,Predictive Locations,obj508,Even_Split,59.95408715,NA,"mannequin, figure, hairpiece, hair, wig, ant",Incongruent,1116.559165,NA,Incongruent
book,0.9938145,en-us,NA,5,184,NA,NA,book,book,-7,1.2915062,0,1116.565391,3,1118.660943,1116.559165,Predictive Locations,obj051,Even_Split,59.95408715,NA,"novel, textbook, bible, book",Congruent,1121.713146,NA,Congruent
lighthouse,0.98762906,en-us,NA,5,185,1.515,1.665,lighthouse,desk,-7,0.5113179,0.7621822,1121.719273,3,1123.814939,1121.713146,Predictive Locations,obj243,Even_Split,59.95408715,NA,"lookout, lighthouse, desk",Incongruent,1132.371369,NA,Congruent
parachute,0.98762906,en-us,NA,5,186,NA,NA,parachute,parachute,-7,0.7125323,0.9138576,1132.377596,3,1134.473092,1132.371369,Predictive Locations,obj301,Even_Split,59.95408715,NA,"safety net, hot air balloon, parachute",Congruent,1136.524558,NA,Congruent
saxophone,0.98762906,en-us,NA,5,187,0.815,1.465,saxophone,saxophone,-7,0.8567217,0,1136.530232,3,1138.643,1136.524558,Predictive Locations,obj377,Even_Split,59.95408715,NA,"instrument, music, musical instrument, clarinet, saxophone",Congruent,1140.394209,NA,Congruent
pan,0.98358274,en-us,NA,5,188,NA,NA,pan,canoe,7,1.1369743,0,1140.399944,3,1142.495953,1140.394209,Predictive Locations,obj296,Even_Split,59.95408715,NA,"kettle, pot, saucepan, frying pan, sheet, skillet, pan, canoe",Incongruent,1145.047797,NA,Incongruent
thumb,0.90398216,en-us,NA,5,189,0.98,1.31,thumb,thumb,-7,0.9661512,0,1145.053656,3,1147.15884,1145.047797,Predictive Locations,obj452,Even_Split,59.95408715,NA,"finger, hang, left hand, extension, thumbs up, thumb",Congruent,1148.800693,NA,Congruent
hat,0.9634812,en-us,NA,5,190,1.135,1.25,hat,pencil,7,0.6567808,0.7390231,1148.806462,3,1150.902465,1148.800693,Predictive Locations,obj199,Even_Split,59.95408715,NA,"fedora, hat, pencil",Incongruent,1151.853056,NA,Incongruent
scissors,0.98762906,en-us,NA,5,191,2.43,2.91,scissors,butterfly,7,2.1098781,0,1151.8586,3,1154.60529,1151.853056,Predictive Locations,obj380,Even_Split,59.95408715,NA,"scissor, clippers, trimmers, scissors, butterfly",Incongruent,1159.258751,NA,Incongruent
octopus,0.9787611,en-us,NA,5,192,1.35,1.52,octopus,octopus,-7,1.0957415,0,1159.264866,3,1161.36053,1159.258751,Predictive Locations,obj286,Even_Split,59.95408715,NA,"tentacles, squid, giant squid, octopus",Congruent,1164.012426,NA,Congruent
cane,0.8624344,en-us,NA,5,193,2.555,2.79,cane,rocket,-7,0.8307183,0.8755339,1164.018329,3,1166.11418,1164.012426,Predictive Locations,obj076,Even_Split,59.95408715,NA,"club, walker, walking stick, pole, hook, cane, rocket",Incongruent,1168.966225,NA,Congruent
binoculars,0.98762906,en-us,NA,5,194,NA,NA,binoculars,sink,7,0.9197849,1.0908692,1168.97201,3,1171.06798,1168.966225,Predictive Locations,obj044,Even_Split,59.95408715,NA,"telescope, binoculars, sink",Incongruent,1179.224136,NA,Incongruent
cheese,0.98762906,en-us,NA,5,195,0.8,1.045,cheese,cheese,-7,0.8892586,1.3298822,1179.23042,3,1181.342595,1179.224136,Predictive Locations,obj090,Even_Split,59.95408715,NA, cheese,Congruent,1182.092996,NA,Congruent
skis,0.98762906,en-us,NA,5,196,0.865,1.16,skis,skis,7,0.8754422,1.4318835,1182.098532,3,1184.194822,1182.092996,Predictive Locations,obj401,Even_Split,59.95408715,NA,"skiing, ski, skis",Congruent,1184.945302,NA,Incongruent
boot,0.9632258,en-us,NA,5,197,1.57,1.705,boot,telescope,7,1.7391545,0,1184.951002,3,1187.313853,1184.945302,Predictive Locations,obj052,Even_Split,59.95408715,NA,"shoe, cowboy boot, boot, telescope",Incongruent,1189.281917,NA,Incongruent
waiter,0.9824962,en-us,NA,5,198,1.805,1.94,waiter,teeth,7,0.9834851,0,1189.28776,3,1191.383527,1189.281917,Predictive Locations,obj489,Even_Split,59.95408715,NA,"server, attendant, steward, waitress, waiter, teeth",Incongruent,1196.837742,NA,Incongruent
Snowman,0.98762906,en-us,NA,5,199,0.815,1.18,snowman,microscope,7,0.8301044,1.3863498,1202.446587,4,1204.560486,1196.837742,Predictive Locations,obj410,Even_Split,59.95408715,NA,"snow, snowwoman, snowman, microscope",Incongruent,1205.311154,NA,Incongruent
safe,0.98762906,en-us,NA,5,200,1.155,1.36,safe,safe,-7,1.0780083,0,1205.316801,4,1207.412715,1205.311154,Predictive Locations,obj370,Even_Split,59.95408715,NA,"lock, lockbox, locker, safety box, safety, safe",Congruent,1211.565759,NA,Congruent
palette,0.9938145,en-us,NA,5,201,1.175,1.485,paint,castle,-7,0.1634854,0.1819566,1211.57182,4,1213.667505,1211.565759,Predictive Locations,obj294,Even_Split,59.95408715,NA,"paintbrush, paintbrushes, palette, paint palette, art, painting, paint, castle",Incongruent,1215.618897,NA,Congruent
carousel,0.98762906,en-us,NA,5,202,1.3,1.795,carousel,carousel,-7,0.9600127,1.281776,1215.624648,4,1217.720661,1215.618897,Predictive Locations,obj082,Even_Split,59.95408715,NA,"merry go round, ride, carousel",Congruent,1221.473409,NA,Congruent
barbecue,0.9653317,en-us,NA,5,203,1.09,1.685,barbecue,necklace,7,0.9759941,1.038256,1221.479238,4,1223.575132,1221.473409,Predictive Locations,obj029,Even_Split,59.95408715,NA,"grill, griddle, barbecue, necklace",Incongruent,1226.727452,NA,Incongruent
nail,0.969211,en-us,NA,5,204,0.91,1.4,nail,stove,7,1.0497374,0,1226.733276,4,1228.829188,1226.727452,Predictive Locations,obj277,Even_Split,59.95408715,NA,"screw, bolt, nail, stove",Incongruent,1230.997411,NA,Incongruent
mailbox,0.97894007,en-us,NA,5,205,0.57,0.95,mailbox,mailbox,-7,0.7100235,1.208152,1231.003249,4,1233.099178,1230.997411,Predictive Locations,obj255,Even_Split,59.95408715,NA,"mail, letterbox, letters, postbox, mailbox",Congruent,1233.849614,NA,Congruent
hammer,0.975872,en-us,NA,5,206,0.91,1.315,hammer,salt,7,1.0205092,0,1233.855226,4,1235.951387,1233.849614,Predictive Locations,obj193,Even_Split,59.95408715,NA,"mallet, drill, hammer, salt",Incongruent,1236.901969,NA,Incongruent
shark,0.98762906,en-us,NA,5,207,1.05,1.195,shark,seal,7,1.1073328,0,1236.907629,4,1239.003744,1236.901969,Predictive Locations,obj388,Even_Split,59.95408715,NA,"orca, hammerhead, shark, seal",Incongruent,1239.754278,NA,Incongruent
leaf,0.9860231,en-us,NA,5,208,0.515,0.77,leaf,leaf,-7,0.6819423,1.1911154,1239.759916,4,1241.855911,1239.754278,Predictive Locations,obj236,Even_Split,59.95408715,NA,"petal, leaf",Congruent,1242.606371,NA,Congruent
light switch,0.6690628,en-us,NA,5,209,0.8,1.34,lightswitch,lightswitch,-7,0.9177004,0,1242.611972,4,1244.708122,1242.606371,Predictive Locations,obj245,Even_Split,59.95408715,NA,"light, switch, flip switch, lightswitch",Congruent,1246.058992,NA,Congruent
rabbit,0.98762906,en-us,NA,5,210,0.955,1.305,rabbit,hamburger,7,1.138877,0,1246.064696,4,1248.177491,1246.058992,Predictive Locations,obj343,Even_Split,59.95408715,NA,"bunny, hare, rodent, squirrel, chinchilla, rabbit, hamburger",Incongruent,1249.027988,NA,Incongruent
bone,0.97658336,en-us,NA,5,211,0.725,1.075,bone,scale,-7,0.7842938,1.4367186,1249.033611,4,1251.12974,1249.027988,Predictive Locations,obj050,Even_Split,59.95408715,NA," bone, scale",Incongruent,1251.880167,NA,Congruent
Apple,0.98096836,en-us,NA,5,212,0.465,0.81,apple,apple,7,0.6316016,1.1007479,1251.885768,4,1253.98198,1251.880167,Predictive Locations,obj009,Even_Split,59.95408715,NA,"fruit, apple",Congruent,1254.732387,NA,Incongruent
ice cream,0.9958763,en-us,NA,5,213,1.105,1.595,icecreamcone,igloo,-7,1.2618025,0,1254.737942,4,1256.834136,1254.732387,Predictive Locations,obj215,Even_Split,59.95408715,NA,"ice cream, cone, icecreamcone, igloo",Incongruent,1263.589212,NA,Congruent
man,0.98809874,en-us,NA,5,214,1.335,1.71,sailor,wing,7,1.4428418,0,1263.595579,4,1265.690976,1263.589212,Predictive Locations,obj373,Even_Split,59.95408715,NA,"man, male, boater, mariner, shipmate, yachter, sailor, wing",Incongruent,1268.859923,NA,Incongruent
pitcher,0.9558029,en-us,NA,5,215,0.93,1.095,pitcher,pitcher,-7,0.8448518,1.3694588,1268.865833,4,1270.961712,1268.859923,Predictive Locations,obj324,Even_Split,59.95408715,NA,"jug, vase, vessel, bottle, container, pint, pitcher",Congruent,1271.712121,NA,Congruent
monkey,0.98762906,en-us,NA,5,216,0.985,1.15,monkey,sock,7,1.1055658,0,1271.717835,4,1273.813893,1271.712121,Predictive Locations,obj266,Even_Split,59.95408715,NA,"ape, baboon, chimpanzee, gorilla, lemur, orangutan, baby monkey, monkey, sock",Incongruent,1275.465058,NA,Incongruent
microphone,0.98762906,en-us,NA,5,217,1.775,2.28,microphone,rope,7,1.901142,0,1275.470791,4,1278.000437,1275.465058,Predictive Locations,obj261,Even_Split,59.95408715,NA," microphone, rope",Incongruent,1281.169435,NA,Incongruent
ax,0.77730644,en-us,NA,5,218,1.19,1.435,ax,nose,7,1.3486607,0,1281.175464,4,1283.287871,1281.169435,Predictive Locations,obj016,Even_Split,59.95408715,NA,"tomahawk, hatchet, axe, ax, nose",Incongruent,1284.73882,NA,Incongruent
tiger,0.9849023,en-us,NA,5,219,0.925,1.41,tiger,curtains,7,0.9806748,0,1284.744539,4,1286.857292,1284.73882,Predictive Locations,obj454,Even_Split,59.95408715,NA,"leopard, lion, cheetah, panther, cat, big cat, tiger, curtains",Incongruent,1288.308281,NA,Incongruent
arm,0.9809617,en-us,NA,5,220,0.625,1.085,arm,arm,-7,0.8085228,1.4268221,1288.314079,4,1290.410048,1288.308281,Predictive Locations,obj011,Even_Split,59.95408715,NA,"forearm, hand, body, arm",Congruent,1291.160478,NA,Congruent
handcuffs,0.97669435,en-us,NA,5,221,0.905,1.36,handcuffs,corn,7,0.9884564,0,1291.166098,4,1293.26222,1291.160478,Predictive Locations,obj196,Even_Split,59.95408715,NA,"arrested, arrest, shackles, cuffs, chains, chained, handcuffs, corn",Incongruent,1294.112888,NA,Incongruent
log,0.98762906,en-us,NA,5,222,0.905,1.265,log,moose,7,1.063719,0,1294.118523,4,1296.214497,1294.112888,Predictive Locations,obj253,Even_Split,59.95408715,NA,"wood, timber, chunk, log, moose",Incongruent,1297.065027,NA,Incongruent
tail,0.97500634,en-us,NA,5,223,0.805,1.275,tail,tail,7,0.9881793,0,1297.070676,4,1299.166778,1297.065027,Predictive Locations,obj438,Even_Split,59.95408715,NA,"butt, rear, hair, horse, tail",Congruent,1299.91723,NA,Incongruent
toothbrush,0.98762906,en-us,NA,5,224,0.89,1.37,toothbrush,letter,7,1.0164493,0,1299.922877,4,1302.01899,1299.91723,Predictive Locations,obj461,Even_Split,59.95408715,NA,"brush, toothbrush, letter",Incongruent,1303.169725,NA,Incongruent
radio,0.97748435,en-us,NA,5,225,1.835,2.12,radio,radio,-7,1.955153,0,1303.175378,4,1305.771822,1303.169725,Predictive Locations,obj345,Even_Split,59.95408715,NA,"alarm clock, cable, box, cassette, tape, stereo, radio",Congruent,1308.623941,NA,Congruent
Sun,0.95119464,en-us,NA,5,226,0.68,0.96,sun,sun,-7,0.5611409,0.6725838,1308.629888,4,1310.742385,1308.623941,Predictive Locations,obj431,Even_Split,59.95408715,NA,"sunshine, light, daylight, sun",Congruent,1311.492797,NA,Congruent
dresser,0.98762906,en-us,NA,5,227,0.745,1.28,dresser,dresser,7,0.8955567,1.1675326,1311.498341,4,1313.594592,1311.492797,Predictive Locations,obj136,Even_Split,59.95408715,NA,"drawer, cabinet, chest, cupboard, drawers, dresser",Congruent,1314.345033,NA,Incongruent
skeleton,0.9801186,en-us,NA,5,228,1.005,1.215,skeleton,skeleton,-7,1.1630253,0,1314.350707,4,1316.44676,1314.345033,Predictive Locations,obj399,Even_Split,59.95408715,NA,"bones, bone, dead, cadaver, body, dead body, skeleton",Congruent,1317.497454,NA,Congruent
pants,0.98762906,en-us,NA,5,229,0.675,0.93,pants,pants,-7,0.7683213,1.2225825,1317.503156,4,1319.59921,1317.497454,Predictive Locations,obj298,Even_Split,59.95408715,NA,"jeans, trousers, slacks, chinos, corduroys, denims, pants",Congruent,1320.349655,NA,Congruent
rain,0.91856277,en-us,NA,5,230,0.71,1.215,rain,rain,-7,0.8931344,0,1320.355172,4,1322.451406,1320.349655,Predictive Locations,obj347,Even_Split,59.95408715,NA,"puddle, puddles, shower, drizzle, flood, storm, raindrops, rain",Congruent,1323.20182,NA,Congruent
clown,0.98762906,en-us,NA,5,231,1.125,1.465,clown,firetruck,7,1.2322453,0,1323.207421,4,1325.303623,1323.20182,Predictive Locations,obj102,Even_Split,59.95408715,NA,"joker, clown, firetruck",Incongruent,1327.1549,NA,Incongruent
Lobster,0.98762906,en-us,NA,5,232,1.37,1.5,lobster,saw,-7,1.5034902,0,1327.160635,4,1329.290674,1327.1549,Predictive Locations,obj251,Even_Split,59.95408715,NA,"crustacean, crab, crawfish, lobster, saw",Incongruent,1332.942694,NA,Congruent
boat,0.9522966,en-us,NA,5,233,1.92,2.045,sailboat,sailboat,7,2.104228,0,1332.948663,4,1335.678286,1332.942694,Predictive Locations,obj372,Even_Split,59.95408715,NA,"ship, boat, sail, catamaran, sunfish, vessel, yacht, sloop, sailboat",Congruent,1337.329411,NA,Incongruent
ladybug,0.98762906,en-us,NA,5,234,1.025,1.6,ladybug,elephant,-7,1.1973775,0,1337.335235,4,1339.431177,1337.329411,Predictive Locations,obj233,Even_Split,59.95408715,NA,"beetle, bug, ladybeetle, insect, ladybug, elephant",Incongruent,1341.29913,NA,Congruent
hairy chest,0.97591084,en-us,NA,5,235,1.08,1.585,chest,bomb,-7,1.1742523,0,1341.304911,4,1343.402904,1341.29913,Predictive Locations,obj092,Even_Split,59.95408715,NA,"body, hair, body hair, nipple, nipples, abdomen, stomach, muscle, hairy chest, chest, bomb",Incongruent,1345.769257,NA,Congruent
ruler,0.9871702,en-us,NA,5,236,0.835,1.155,ruler,ruler,-7,1.0113102,0,1345.775058,4,1347.870992,1345.769257,Predictive Locations,obj368,Even_Split,59.95408715,NA,"yardstick, measure, measuring stick, ruler",Congruent,1348.621444,NA,Congruent
dime,0.98762906,en-us,NA,5,237,1.15,1.69,dime,dime,-7,1.3351888,0,1348.627069,4,1350.723211,1348.621444,Predictive Locations,obj104,Even_Split,59.95408715,NA,"coin, money, change, gold, dime",Congruent,1352.874728,NA,Congruent
rhinoceros,0.98762906,en-us,NA,5,238,0.665,1.355,rhinoceros,rhinoceros,-7,0.8120508,0,1352.880565,4,1354.981575,1352.874728,Predictive Locations,obj353,Even_Split,59.95408715,NA,"rhino, hippo, hippopotamus, rhinoceros",Congruent,1355.726928,NA,Congruent
Fork,0.98762906,en-us,NA,5,239,1.105,1.21,fork,witch,-7,1.2950974,0,1355.732635,4,1357.845359,1355.726928,Predictive Locations,obj168,Even_Split,59.95408715,NA,"utensil, fork, witch",Incongruent,1358.795964,NA,Congruent
car,0.9899844,en-us,NA,5,240,0.63,0.895,car,car,7,0.6817249,1.158851,1358.801597,4,1360.897702,1358.795964,Predictive Locations,obj081,Even_Split,59.95408715,NA,"automobile, sedan, station wagon, car",Congruent,1361.648163,NA,Incongruent
pineapple,0.98762906,en-us,NA,5,241,0.46,0.675,pineapple,pineapple,7,0.358006,0.4362687,1361.653734,4,1363.749976,1361.648163,Predictive Locations,obj320,Even_Split,59.95408715,NA,"fruit, pineapple",Congruent,1364.500361,NA,Incongruent
pelican,0.98762906,en-us,NA,5,242,0.7,1.28,pelican,pelican,-7,0.8288137,0,1364.505855,4,1366.602134,1364.500361,Predictive Locations,obj309,Even_Split,59.95408715,NA,"seagull, bird, crane, stork, toucan, egret, pelican",Congruent,1367.352561,NA,Congruent
Road,0.98762906,en-us,NA,5,243,0.665,0.93,road,road,-7,0.8062957,1.2528523,1367.358161,4,1369.471024,1367.352561,Predictive Locations,obj356,Even_Split,59.95408715,NA,"drive, highway, street, dessert, interstate, rural, freeway, road",Congruent,1370.221433,NA,Congruent
Pete,0.75313,en-us,NA,5,244,0.915,1.065,peas,peas,-7,1.0382995,1.3604925,1370.227042,4,1372.323224,1370.221433,Predictive Locations,obj308,Even_Split,59.95408715,NA,"beans, peapod, pea, green beans, peas",Congruent,1373.073851,NA,Congruent
ball,0.9800377,en-us,NA,5,245,0.92,1.195,ball,panda,7,0.9910771,0,1373.079515,4,1375.175386,1373.073851,Predictive Locations,obj024,Even_Split,59.95408715,NA,"rattle, ball, panda",Incongruent,1375.925839,NA,Incongruent
policeman,0.9839348,en-us,NA,5,246,0.75,1.41,policeman,policeman,-7,0.527407,0.5761494,1375.931446,4,1378.027571,1375.925839,Predictive Locations,obj330,Even_Split,59.95408715,NA,"man, woman, police woman, detective, female, male, cop, officer, patrol man, patrol woman, sheriff, guard, stopping guard, police officer, policeman",Congruent,1378.978215,NA,Congruent
volcano,0.98762906,en-us,NA,5,247,0.945,1.345,volcano,ladder,7,0.9758828,0,1378.983718,4,1381.079973,1378.978215,Predictive Locations,obj486,Even_Split,59.95408715,NA,"explosion, volcanic explosion, volcanic eruption, volcanic, volcano, ladder",Incongruent,1382.230681,NA,Incongruent
wine glass,0.9782899,en-us,NA,5,248,1.14,1.7,glass,cherry,7,1.2788742,0,1382.236349,4,1384.332466,1382.230681,Predictive Locations,obj511,Even_Split,59.95408715,NA,"wine glass, champagne glass, cup, drink, mug,  glass, cherry",Incongruent,1386.400583,NA,Incongruent
waffle,0.97359866,en-us,NA,5,249,0.625,0.805,waffle,waffle,-7,0.7819377,1.408288,1386.406377,4,1388.502345,1386.400583,Predictive Locations,obj487,Even_Split,59.95408715,NA,"waffle, cardboard, saucer, circle, bread, grate, grater, waffle",Congruent,1389.252777,NA,Congruent
woman,0.8916037,en-us,NA,5,250,0.58,0.94,woman,woman,-7,0.7634863,1.2190885,1389.258394,4,1391.354548,1389.252777,Predictive Locations,obj515,Even_Split,59.95408715,NA,"female, woman",Congruent,1392.104985,NA,Congruent
fire hydrant,0.902935,en-us,NA,5,251,1.305,1.71,firehydrant,spoon,7,1.3166016,0,1392.110562,4,1394.206684,1392.104985,Predictive Locations,obj214,Even_Split,59.95408715,NA,"hydrant, firehydrant, spoon",Incongruent,1397.258963,NA,Incongruent
feather,0.9846369,en-us,NA,5,252,0.6,0.935,feather,feather,7,0.6550265,1.254247,1397.264886,4,1399.360726,1397.258963,Predictive Locations,obj151,Even_Split,59.95408715,NA,"quill, quill pen, feather",Congruent,1400.111159,NA,Incongruent
roller,0.9891923,en-us,NA,5,253,2.04,2.54,rollingpin,stairs,7,1.5007658,0,1400.116751,4,1402.231481,1400.111159,Predictive Locations,obj362,Even_Split,59.95408715,NA,"roller, pin, rollingpin, stairs",Incongruent,1407.183275,NA,Incongruent
about,0.9876698,en-us,NA,5,254,1.56,1.745,bell,banjo,-7,1.1411649,1.3120141,1407.18923,4,1409.28506,1407.183275,Predictive Locations,obj040,Even_Split,59.95408715,NA," bell, banjo",Incongruent,1411.636708,NA,Congruent
banana,0.98762906,en-us,NA,5,255,0.825,1.31,banana,piggybank,-7,1.0203897,0,1411.642472,4,1413.73849,1411.636708,Predictive Locations,obj026,Even_Split,59.95408715,NA,"fruit, banana, piggybank",Incongruent,1414.588988,NA,Congruent
windmill,0.97535765,en-us,NA,5,256,0.71,1.34,windmill,windmill,7,0.9012057,0,1414.594612,4,1416.690739,1414.588988,Predictive Locations,obj509,Even_Split,59.95408715,NA,"wind turbine, windmill",Congruent,1417.441178,NA,Incongruent
wheelchair,0.9396484,en-us,NA,5,257,0.785,1.39,seesaw,wheelchair,7,0.9550013,0,1417.446814,4,1419.542916,1417.441178,Predictive Locations,obj386,Even_Split,59.95408715,NA,"teeter totter, swing, swing set, seesaw, wheelchair",Incongruent,1420.293383,NA,Incongruent
fence,0.98762906,en-us,NA,5,258,0.705,0.935,fence,fence,-7,0.8012293,1.3020524,1420.298993,4,1422.396817,1420.293383,Predictive Locations,obj152,Even_Split,59.95408715,NA,"wall, fence",Congruent,1423.145588,NA,Congruent
swan,0.97660816,en-us,NA,5,259,1.035,1.26,swan,doll,7,1.1338751,0,1423.151231,4,1425.247284,1423.145588,Predictive Locations,obj432,Even_Split,59.95408715,NA,"goose, duck, crane, pelican, swan, doll",Incongruent,1425.997784,NA,Incongruent
harp,0.97956777,en-us,NA,5,260,1.14,1.3,harp,mop,7,1.0482744,1.1863113,1426.003457,4,1428.099507,1425.997784,Predictive Locations,obj198,Even_Split,59.95408715,NA,"angel, wing, harp, mop",Incongruent,1428.849981,NA,Incongruent
steering wheel,0.9830211,en-us,NA,5,261,2.235,2.62,steeringwheel,lamp,7,0.5897155,0.6048014,1428.855594,4,1430.951716,1428.849981,Predictive Locations,obj422,Even_Split,59.95408715,NA,"wheel, steeringwheel, lamp",Incongruent,1434.504303,NA,Incongruent
bus,0.93818957,en-us,NA,5,262,0.82,0.955,bus,bus,7,0.99418,1.2264655,1434.51002,4,1436.606092,1434.504303,Predictive Locations,obj065,Even_Split,59.95408715,NA,"bus driver, driver, public transportation, bus",Congruent,1437.356546,NA,Incongruent
Pig,0.9764805,en-us,NA,5,263,0.7,0.885,pig,pig,-7,0.8296955,1.2506553,1437.36216,4,1439.458304,1437.356546,Predictive Locations,obj316,Even_Split,59.95408715,NA,"boar, hog, piglet, pig",Congruent,1440.208745,NA,Congruent
